Ref,Val,Package,PosX,PosY,Rot,Side
"BT1","CR2450","BS-24-B4AK014",-131.300000,-96.300000,0.000000,bottom
"IC7","AMS1117-3.3","SOT-223-3_TabPin2",-162.300000,-85.000000,90.000000,bottom
"TP1","USB Test Point","USB_TestPoint",-164.000000,-101.000000,180.000000,bottom
